active_key,melody_sequence,chord,chord_count,prev_chord_1,prev_chord_2,prev_chord_3,prev_chord_4
Eb:min,"(78, 78, 78, 77, 75, 73)",B:maj,1,Eb:min,Bb:min/4,Ab:maj(9),Bb:min
Eb:min,"(78, 78, 78, 77, 75, 73)",B:maj,1,Eb:min,Bb:min/4,Ab:sus2,Bb:min
Eb:min,"(75, 75, 75, 73, 70, 73)",Eb:min,1,Bb:min,Ab:maj(9),Bb:min,B:maj
Eb:min,"(75, 75, 75, 73, 70, 73)",Eb:min,1,Bb:min/4,Ab:maj(9),Bb:min,B:maj
Eb:min,"(75, 75, 75, 73, 70, 73)",Eb:min,1,Bb:min/4,Ab:sus2,Bb:min,B:maj
Eb:min,"(68, 68, 68, 68, 68, 68, 66, 63)",Ab:sus2,1,Ab:maj(9),Bb:min,B:maj,Eb:min
Eb:min,"(68, 68, 68, 68, 68, 68, 66, 63)",Ab:maj(9),1,Ab:maj(9),Bb:min,B:maj,Eb:min
Eb:min,"(68, 68, 68, 68, 68, 68, 66, 63)",Ab:maj(9),2,Ab:maj(9),Bb:min,Eb:min,C#:maj6
Eb:min,"(68, 68, 68, 68, 68, 68, 66, 63)",Ab:maj(9),1,Ab:sus2,Bb:min,B:maj,Eb:min
Eb:min,"(68, 70, 70, 73, 70, 70)",Bb:min,1,Bb:min,B:maj,Eb:min,Ab:sus2
Eb:min,"(78, 78, 78, 77, 75, 75, 75, 75, 70)",Eb:min,1,B:maj,Eb:min,Ab:sus2,Bb:min
Eb:min,"(78, 78, 78, 77, 75, 75, 75, 75, 70)",Eb:min,2,B:maj,Eb:min,Ab:maj(9),Bb:min
Eb:min,"(73, 66)",Bb:min,1,Eb:min,Ab:sus2,Bb:min,Eb:min
Eb:min,"(73, 66)",C#:maj6,2,Eb:min,Ab:maj(9),Bb:min,Eb:min
Eb:min,"(68, 68, 68, 68, 68, 66, 63)",Ab:maj(9),1,Ab:sus2,Bb:min,Eb:min,Bb:min
Eb:min,"(68, 70, 70, 70, 70, 68, 66)",Bb:min,1,Bb:min,Eb:min,Bb:min,Ab:maj(9)
Eb:min,"(68, 70, 70, 70, 70, 68, 66)",Bb:min,1,Bb:min,Eb:min,C#:maj6,Ab:maj(9)
Eb:min,"(68, 63, 63, 63)",Eb:min,1,Eb:min,Bb:min,Ab:maj(9),Bb:min
Eb:min,"(68, 63, 63, 63)",Eb:min,1,Eb:min,C#:maj6,Ab:maj(9),Bb:min
Eb:min,"(68, 63, 63, 63)",Eb:min,1,C#:maj6,Ab:maj(9),Bb:min,Bb:min/4
Eb:min,"(66, 63, 61, 63)",Eb:min,1,Bb:min,Eb:min,Bb:min,Ab:min
Eb:min,"(66, 63, 61, 63)",Eb:min,1,Ab:maj(9),Bb:min,Eb:min,Bb:min
Eb:min,"(66, 63, 61, 63)",Eb:min,1,Bb:min/4,Eb:min,Bb:min,Ab:maj
Eb:min,"(63, 63, 63, 70, 70, 70, 73)",Eb:min(9),1,Eb:min,Bb:min,Ab:min,Eb:min
Eb:min,"(63, 63, 63, 70, 70, 70, 73)",Eb:min,1,Ab:min,Ab:min(9),F#:maj,Bb:min
Eb:min,"(68, 68, 68, 66, 63, 68, 68, 68, 70)",Ab:maj(9),1,Bb:min,Ab:min,Eb:min,Eb:min(9)
Eb:min,"(68, 68, 68, 66, 63, 68, 68, 68, 70)",Ab:maj(9),1,Ab:min(9),F#:maj,Bb:min,Eb:min
Eb:min,"(66, 63, 75, 75, 75, 75, 75, 75, 75)",Eb:min,1,Ab:min,Eb:min,Eb:min(9),Ab:maj(9)
Eb:min,"(66, 63, 75, 75, 75, 75, 75, 75, 75)",Eb:min,1,F#:maj,Bb:min,Eb:min,Ab:maj(9)
Eb:min,"(73, 70, 73, 70)",Bb:min/4,1,Eb:min,Eb:min(9),Ab:maj(9),Eb:min
Eb:min,"(73, 70, 73, 70)",Bb:min/4,1,Bb:min,Eb:min,Ab:maj(9),Eb:min
Eb:min,"(68, 68, 68, 66)",Ab:maj(9),1,Eb:min(9),Ab:maj(9),Eb:min,Bb:min/4
Eb:min,"(68, 68, 68, 66)",Ab:sus2,1,Eb:min,Ab:maj(9),Eb:min,Bb:min/4
Eb:min,"(68, 68, 68, 66)",Bb:min,1,Ab:min7,C#:sus4,F#:maj,B:maj7
Eb:min,"(68, 70, 70, 70, 70)",Bb:min,2,Bb:min,B:maj,Eb:min,Ab:maj(9)
Eb:min,"(70, 70, 73, 68, 68, 70)",Bb:min,1,C#:maj6,Ab:maj(9),Bb:min,Eb:min
Eb:min,"(73, 75, 78)",C#:maj,1,Bb:min,Eb:min,Bb:min,Eb:min
Eb:min,"(73, 75, 78)",C#:maj,1,Eb:min,Bb:min,Ab:maj,Eb:min
Eb:min,"(80, 80, 80, 80, 80, 80, 80, 82)",Ab:maj,1,Eb:min,Bb:min,Eb:min,C#:maj
Eb:min,"(80, 80, 80, 80, 80, 80, 80, 82)",Ab:maj,1,Ab:min,Ab:min(9),B:maj,C#:maj
Eb:min,"(80, 80, 80, 80, 80, 80, 80, 82)",Ab:maj,1,Bb:min,Ab:maj,Eb:min,C#:maj
Eb:min,"(80, 80, 80, 80, 80, 80, 80, 82)",Ab:maj,1,Bb:min,Ab:min,B:maj,C#:maj
Eb:min,"(80, 78, 75)",Eb:min,1,Bb:min,Eb:min,C#:maj,Ab:maj
Eb:min,"(80, 78, 75)",Eb:min,1,Ab:maj,Eb:min,C#:maj,Ab:maj
Eb:min,"(80, 78, 75)",Bb:min7,1,Ab:min7,Bb:7,Eb:min,Eb:7
Eb:min,"(75, 75, 75, 75, 75, 75, 75, 78)",B:maj,2,Eb:min,C#:maj,Ab:maj,Eb:min
Eb:min,"(75, 75, 75, 75, 75, 75, 75, 78)",B:maj,1,B:maj,Bb:min,Ab:min,Ab:min(9)
Eb:min,"(75, 75, 75, 75, 75, 75, 75, 78)",B:maj,2,B:maj,C#:maj,Ab:maj,Eb:min
Eb:min,"(75, 75, 75, 75, 75, 75, 75, 78)",B:maj,1,Eb:min,B:maj,Bb:min,Ab:min
Eb:min,"(75, 73, 73, 70, 70)",Bb:min,4,C#:maj,Ab:maj,Eb:min,B:maj
Eb:min,"(75, 73, 73, 70, 70)",Bb:min7,1,C#:maj,Ab:maj,Eb:min,B:maj
Eb:min,"(68, 70, 68, 66, 63, 70)",Ab:maj,1,Ab:maj,Eb:min,B:maj,Bb:min
Eb:min,"(68, 70, 68, 66, 63, 70)",Ab:min,1,Ab:maj,Eb:min,B:maj,Bb:min
Eb:min,"(68, 70, 68, 66, 63, 70)",Ab:maj,2,Eb:min,B:maj,Bb:min,Eb:min
Eb:min,"(68, 70, 68, 66, 63, 70)",Ab:min,1,Eb:min,B:maj,B:maj7/7,Bb:min
Eb:min,"(68, 70, 68, 66, 63, 63)",Ab:sus2,1,Eb:min,B:maj,Bb:min,Ab:maj
Eb:min,"(68, 70, 68, 66, 63, 63)",Ab:min(9),1,Eb:min,B:maj,Bb:min,Ab:min
Eb:min,"(68, 70, 68, 66, 63, 63)",Ab:min(9),1,B:maj,Bb:min,Eb:min,Ab:maj
Eb:min,"(68, 70, 68, 66, 63, 63)",Eb:min/4,1,B:maj,Bb:min,Eb:min,Ab:maj
Eb:min,"(75, 75, 75, 75, 75, 70, 75)",B:maj,1,B:maj,Bb:min,Ab:maj,Ab:sus2
Eb:min,"(75, 75, 75, 75, 75, 70, 75)",B:maj,1,Eb:min,B:maj,Bb:min,Ab:maj
Eb:min,"(73, 73, 75, 78)",C#:maj,1,Bb:min,Ab:maj,Ab:sus2,B:maj
Eb:min,"(73, 73, 75, 78)",C#:maj,1,B:maj,Bb:min,Ab:maj,B:maj
Eb:min,"(80, 80, 80, 80, 80, 82)",Ab:maj,1,Ab:maj,Ab:sus2,B:maj,C#:maj
Eb:min,"(80, 80, 80, 80, 80, 82)",Ab:maj,1,Bb:min,Ab:maj,B:maj,C#:maj
Eb:min,"(80, 78, 75, 73)",Eb:min,1,Ab:sus2,B:maj,C#:maj,Ab:maj
Eb:min,"(80, 78, 75, 73)",Eb:min,1,Ab:maj,B:maj,C#:maj,Ab:maj
Eb:min,"(80, 78, 75, 73)",Bb:7,1,Ab:min,Bb:7,Eb:min,Ab:min7
Eb:min,"(75, 75, 75, 75, 75, 75, 78)",B:maj,5,B:maj,C#:maj,Ab:maj,Eb:min
Eb:min,"(75, 75, 75, 75, 75, 75, 78)",B:maj,1,Bb:min,Eb:min,Ab:maj,Ab:min(9)
Eb:min,"(75, 75, 75, 75, 75, 75, 78)",B:maj,1,Bb:min,Eb:min,Ab:maj,Eb:min/4
Eb:min,"(75, 73, 75, 73, 73, 75, 78)",C#:maj,1,Bb:min,Ab:min,Ab:min(9),B:maj
Eb:min,"(75, 73, 75, 73, 73, 75, 78)",C#:maj,1,Eb:min,Ab:maj,Ab:min(9),B:maj
Eb:min,"(75, 73, 75, 73, 73, 75, 78)",C#:maj,1,B:maj,Bb:min,Ab:min,B:maj
Eb:min,"(75, 73, 75, 73, 73, 75, 78)",C#:maj,1,Eb:min,Ab:maj,Eb:min/4,B:maj
Eb:min,"(80, 78, 78, 75, 73)",Eb:min,1,Ab:min(9),B:maj,C#:maj,Ab:maj
Eb:min,"(80, 78, 78, 75, 73)",Eb:min,1,Ab:min,B:maj,C#:maj,Ab:maj
Eb:min,"(75, 73, 73, 70)",Bb:min,3,C#:maj,Ab:maj,Eb:min,B:maj
Eb:min,"(75, 73, 73, 70)",B:maj,1,None,None,None,Eb:min
Eb:min,"(80, 80, 80, 80, 80, 80, 82)",Ab:maj,1,Ab:maj,Ab:min(9),B:maj,C#:maj
Eb:min,"(80, 80, 80, 80, 80, 80, 82)",Ab:maj,1,Ab:maj,Eb:min/4,B:maj,C#:maj
Eb:min,"(80, 78, 78, 75)",Eb:min,1,Ab:min(9),B:maj,C#:maj,Ab:maj
Eb:min,"(80, 78, 78, 75)",Eb:min,1,Eb:min/4,B:maj,C#:maj,Ab:maj
Eb:min,"(75, 73, 73)",B:maj7/7,1,C#:maj,Ab:maj,Eb:min,B:maj
Eb:min,"(75, 73, 73)",Eb:min,1,F#:maj,Eb:min7,Ab:min7,B:maj(9)
Eb:min,"(68, 70, 68, 66, 63)",Ab:min(9),1,B:maj,B:maj7/7,Bb:min,Ab:min
Eb:min,"(61, 63, 66, 75, 73, 70)",F#:maj,1,B:maj7/7,Bb:min,Ab:min,Ab:min(9)
Eb:min,"(61, 63, 66, 75, 73, 70)",F#:maj,1,Eb:min,B:maj,Bb:min7,Ab:min(9)
Eb:min,"(68, 68, 70, 66, 63)",Bb:min,1,Bb:min,Ab:min,Ab:min(9),F#:maj
Eb:min,"(68, 70, 70, 70)",Bb:min,1,Bb:min,Eb:min,C#:maj6,Ab:maj(9)
Eb:min,"(70, 68, 66)",Bb:min/4,1,Eb:min,C#:maj6,Ab:maj(9),Bb:min
Eb:min,"(70, 68, 66)",Ab:min7,1,None,None,None,Eb:7
Eb:min,"(70, 68, 66)",Ab:min9,1,Ab:min7,C#:sus4(b7),C#:maj6,Eb:7
Eb:min,"(70, 68, 66)",Ab:min,1,C#:maj/3,Ab:min7,F#:maj,Eb:7
Eb:min,"(70, 68, 66)",Ab:min7,1,Ab:min,C#:sus4(b7),F#:7/5,Eb:7
Eb:min,"(70, 68, 66)",B:maj7,1,B:maj7,Bb:min,D:dim,Eb:min
Eb:min,"(70, 68, 66)",Bb:min,1,Bb:min,Eb:min,C#:maj,Ab:min7
Eb:min,"(70, 68, 66)",Bb:min,2,Bb:min,Eb:min,C#:maj,Ab:min
Eb:min,"(68, 70, 68, 66, 63, 70, 68, 70, 68, 66, 63, 63)",Ab:maj,1,Ab:maj,Eb:min,B:maj,Bb:min
Eb:min,"(68, 70, 68, 66, 63, 70, 68, 70, 68, 66, 63, 63)",Ab:min,1,Ab:maj,Eb:min,B:maj,Bb:min
Eb:min,"(68, 70, 68, 66, 63, 70, 68, 70, 68, 66, 63)",Ab:min(9),1,Ab:maj,Eb:min,B:maj,Bb:min7
Eb:min,"(66, 63, 63, 61, 63, 66)",Eb:min,1,Bb:min7,Ab:min(9),F#:maj,Bb:min
Eb:min,"(75, 73, 70)",Eb:min9,1,Ab:min(9),F#:maj,Bb:min,Eb:min
Eb:min,"(75, 73, 70)",B:maj,2,B:maj,F#:maj,C#:maj,Eb:min
Eb:min,"(75, 73, 70)",B:maj,1,F#:maj,C#:maj,Eb:min,Eb:min
Eb:min,"(68, 68, 70, 66, 63, 75)",Ab:min,1,F#:maj,Bb:min,Eb:min,Eb:min9
Eb:min,"(78,)",Ab:7,1,Bb:min,Eb:min,Eb:min9,Ab:min
Eb:min,"(78,)",B:maj,1,Eb:min,Bb:min,Ab:maj,C#:maj
Eb:min,"(78,)",B:maj,3,Ab:min7,C#:maj,F#:maj,Eb:min
Eb:min,"(78,)",B:maj,1,Ab:min7/b3,Eb:min,Ab:7,C#:maj
Eb:min,"(78,)",B:maj,1,C#:maj,B:maj,C#:maj,Eb:min
Eb:min,"(78,)",Eb:min,1,Eb:min,B:maj,F#:maj,C#:maj
Eb:min,"(78,)",F#:maj,1,Eb:min,B:maj,F#:maj,C#:maj
Eb:min,"(78,)",Bb:min,1,B:maj(9),Eb:min,F#:maj,Ab:maj
Eb:min,"(73, 75, 78, 80)",C#:maj,1,Eb:min9,Ab:min,Ab:7,Bb:maj
Eb:min,"(80, 80, 80, 80, 80, 80, 82, 80)",Ab:maj,1,Ab:min,Ab:7,Bb:maj,C#:maj
Eb:min,"(78, 75)",Eb:min,1,Ab:7,Bb:maj,C#:maj,Ab:maj
Eb:min,"(75, 75, 75, 75, 75, 75, 75, 78, 75)",B:maj,1,Bb:maj,C#:maj,Ab:maj,Eb:min
Eb:min,"(75, 75, 75, 75, 75, 75, 75, 78, 75)",B:maj,1,C#:maj,Ab:maj,Eb:min/4,Eb:min
Eb:min,"(73, 73, 70, 70, 68)",Bb:min,1,C#:maj,Ab:maj,Eb:min,B:maj
Eb:min,"(70, 68, 66, 63, 70, 68, 70, 68, 66, 63, 63, 75)",Ab:min,1,Ab:maj,Eb:min,B:maj,Bb:min
Eb:min,"(75, 75, 75, 75, 70, 75)",B:maj,1,Eb:min,B:maj,Bb:min,Ab:min
Eb:min,"(73, 73, 75, 78, 80)",C#:maj,1,B:maj,Bb:min,Ab:min,B:maj
Eb:min,"(80, 80, 80, 80, 82, 80)",Ab:maj,1,Bb:min,Ab:min,B:maj,C#:maj
Eb:min,"(78, 75, 73)",Eb:min,1,Ab:min,B:maj,C#:maj,Ab:maj
Eb:min,"(70, 68, 70, 68, 66, 63, 70, 68, 70, 68, 66, 63, 63)",Ab:min,1,Ab:maj,Eb:min,B:maj,Bb:min
Eb:min,"(78, 75, 73, 75, 73, 73, 75, 78, 80)",C#:maj,1,B:maj,Bb:min,Ab:min,B:maj
Eb:min,"(80, 80, 80, 80, 80, 80)",Ab:maj,1,Bb:min,Ab:min,B:maj,C#:maj
Eb:min,"(78, 78, 75, 73)",Eb:min,1,B:maj,C#:maj,Ab:maj,Eb:min/4
Eb:min,"(73, 73, 70)",Bb:min,1,Ab:maj,Eb:min/4,Eb:min,B:maj
Eb:min,"(70, 68)",Eb:min,1,Eb:min/4,Eb:min,B:maj,Bb:min
Eb:min,"(70, 68)",Bb:min,1,C#:maj,Ab:min,B:maj6,Eb:min
Eb:min,"(70, 68)",Ab:min7/4,1,C#:sus4(b7),F#:maj,C#:maj/3,Ab:min7/5
Eb:min,"(70, 68, 66, 63)",Ab:maj,1,Eb:min,B:maj,Bb:min,Eb:min
Eb:min,"(78, 78)",G:min7,1,None,None,None,None
Eb:min,"(78, 78)",Eb:min/b7,1,F#:maj,Bb:7,Eb:min,B:maj
Eb:min,"(78, 78, 75, 78, 78, 75)",B:maj,1,None,None,None,G:min7
Eb:min,"(78, 78, 78, 78, 78, 78, 78)",B:maj/7,1,None,None,G:min7,B:maj
Eb:min,"(78, 78, 78, 78, 78, 78)",Ab:min7,1,None,G:min7,B:maj,B:maj/7
Eb:min,"(78, 78, 78, 78, 78, 78)",Ab:min7,1,B:maj/5,E:maj6,F#:7,B:maj
Eb:min,"(78, 78, 78, 78, 78, 78, 78, 78)",B:maj/5,1,G:min7,B:maj,B:maj/7,Ab:min7
Eb:min,"(78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78)",E:maj6,1,B:maj,B:maj/7,Ab:min7,B:maj/5
Eb:min,"(78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78)",F#:7,1,B:maj/7,Ab:min7,B:maj/5,E:maj6
Eb:min,"(78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78)",B:maj,1,Ab:min7,B:maj/5,E:maj6,F#:7
Eb:min,"(78, 78, 78, 78, 78, 78, 78, 78, 78, 78)",F#:maj,1,E:maj6,F#:7,B:maj,Ab:min7
Eb:min,"(78, 78, 78, 78, 78, 78, 78, 78, 78, 75, 78, 75, 78, 80)",E:min6,1,F#:7,B:maj,Ab:min7,F#:maj
Eb:min,"(70, 75, 75, 73, 75, 70, 77)",Eb:min,1,None,None,None,None
Eb:min,"(77, 75, 77)",Bb:min7/b3,1,None,None,None,Eb:min
Eb:min,"(78, 78, 78, 77, 75)",B:maj7,1,None,None,Eb:min,Bb:min7/b3
Eb:min,"(78, 78, 78, 77, 75)",B:maj7,1,C#:maj,Eb:min7,Eb:min,C#:maj6
Eb:min,"(78, 78, 78, 77, 75)",B:maj7,1,C#:maj,Eb:min,Eb:min,C#:maj6
Eb:min,"(78, 78, 78, 77, 75)",B:maj7,1,Ab:maj,C#:maj,Eb:min,C#:maj
Eb:min,"(70, 75, 75, 73, 75)",Eb:min,1,Eb:min,Bb:min7/b3,B:maj7,Bb:min7
Eb:min,"(70, 75, 75, 73, 75)",Eb:min,1,Bb:min7,Ab:maj,C#:maj,Eb:min7
Eb:min,"(70, 75, 75, 73, 75)",Eb:min,1,C#:maj,B:maj,C#:maj,Eb:min
Eb:min,"(70, 75, 75, 73, 75)",Eb:min,1,Eb:min,C#:maj6,B:maj7,Bb:min
Eb:min,"(70, 75, 75, 73, 75)",Eb:min,1,Eb:min,C#:maj,B:maj7,Bb:min7
Eb:min,"(70, 77, 77, 75, 77, 78)",Bb:min7/b3,1,Bb:min7/b3,B:maj7,Bb:min7,Eb:min
Eb:min,"(78, 78, 77, 78)",B:maj7,1,B:maj7,Bb:min7,Eb:min,Bb:min7/b3
Eb:min,"(80, 80, 80, 78, 80, 82)",Ab:min,1,Eb:min,Bb:min7/b3,B:maj7,C#:maj
Eb:min,"(80, 80, 80, 78, 80, 82)",Ab:min,1,Eb:min,C#:maj6,B:maj7,C#:maj
Eb:min,"(80, 80, 80, 78, 80, 82)",Ab:min7,1,Eb:min,C#:maj6,B:maj7,C#:maj
Eb:min,"(80, 82, 75, 73, 75)",Eb:min7,1,B:maj7,C#:maj,Ab:min,Ab:min7/b3
Eb:min,"(80, 82, 75, 73, 75)",Eb:min,1,B:maj7,C#:maj,Ab:min,B:maj6
Eb:min,"(68, 75)",Ab:maj,1,Ab:min,Ab:min7/b3,Eb:min7,Bb:min7
Eb:min,"(68, 75)",Ab:maj,1,Ab:min,B:maj6,Eb:min,Bb:min
Eb:min,"(68, 75)",Ab:7,1,C#:maj,Ab:min7,Ab:min7/b3,Eb:min
Eb:min,"(68, 75)",F:hdim7,1,F#:min,D:maj7,Ab:min7,B:maj/5
Eb:min,"(73, 77, 75, 73)",C#:maj,1,Ab:min7/b3,Eb:min7,Bb:min7,Ab:maj
Eb:min,"(73, 77, 75, 73)",C#:maj,3,Eb:min,Ab:min7,C#:maj,B:maj
Eb:min,"(73, 77, 75, 73)",C#:maj,1,B:maj6,Eb:min,Bb:min,Ab:maj
Eb:min,"(70, 77, 77, 75, 77)",C#:maj6,1,Ab:maj,C#:maj,Eb:min7,Eb:min
Eb:min,"(70, 77, 77, 75, 77)",C#:maj6,1,C#:maj6,B:maj7,Bb:min7,Eb:min
Eb:min,"(70, 77, 77, 75, 77)",C#:maj6,1,B:maj,C#:maj,Eb:min,Eb:min
Eb:min,"(70, 77, 77, 75, 77)",C#:maj6,1,C#:maj6,B:maj7,Bb:min,Eb:min
Eb:min,"(70, 77, 77, 75, 77)",C#:maj,1,Bb:min,Ab:maj,C#:maj,Eb:min
Eb:min,"(70, 77, 77, 75, 77)",C#:maj6,1,C#:maj,B:maj7,Bb:min7,Eb:min
Eb:min,"(75, 75, 73, 75)",Eb:min,1,Eb:min,C#:maj6,B:maj7,Bb:min7
Eb:min,"(78, 78, 78, 77, 78)",B:maj7,2,B:maj7,Bb:min7,Eb:min,C#:maj6
Eb:min,"(78, 78, 78, 77, 78)",B:maj7,1,B:maj7,Bb:min,Eb:min,C#:maj6
Eb:min,"(80, 80, 80, 78, 80, 82, 80)",Ab:min,1,Eb:min,C#:maj6,B:maj7,C#:maj
Eb:min,"(82, 82, 75, 73, 75)",Eb:min,1,B:maj7,C#:maj,Ab:min,B:maj6
Eb:min,"(73, 77, 75, 73, 75)",C#:maj,1,B:maj6,Eb:min,Bb:min,Ab:maj
Eb:min,"(73, 77, 75, 73, 75)",C#:maj,1,Ab:min7,Ab:min7/b3,Eb:min,Ab:7
Eb:min,"(83, 82)",B:maj,2,C#:maj,B:maj,C#:maj,F#:maj
Eb:min,"(83, 82)",B:maj,4,Eb:min,B:maj,C#:maj,F#:maj
Eb:min,"(80, 83)",C#:maj,5,B:maj,C#:maj,F#:maj,B:maj
Eb:min,"(80, 83)",C#:maj(9),1,B:maj,C#:maj,F#:maj,B:maj
Eb:min,"(78, 75, 75, 78, 80)",Ab:min7,3,F#:maj,B:maj,C#:maj,Eb:min
Eb:min,"(78, 75, 75, 78, 80)",Ab:min7,1,F#:maj,B:maj,C#:maj(9),Eb:min
Eb:min,"(80, 80, 73)",C#:maj,3,B:maj,C#:maj,Eb:min,Ab:min7
Eb:min,"(80, 80, 73)",C#:maj,1,B:maj,C#:maj(9),Eb:min,Ab:min7
Eb:min,"(75, 70, 75, 75, 73, 75)",Eb:min,1,Eb:min,Bb:min,Ab:maj,C#:maj
Eb:min,"(82, 82, 75, 73, 75, 70)",Eb:min,1,B:maj7,C#:maj,Ab:min7,Ab:min7/b3
Eb:min,"(78, 75, 75, 78)",Ab:min7,2,F#:maj,B:maj,C#:maj,Eb:min
Eb:min,"(80, 80, 80, 73)",C#:maj,2,B:maj,C#:maj,Eb:min,Ab:min7
Eb:min,"(58, 63, 63, 63, 63)",Eb:min,1,None,None,None,None
Eb:min,"(66, 63, 61, 58)",Eb:min9,1,None,None,None,Eb:min
Eb:min,"(63, 63, 66)",Eb:min7,1,None,None,Eb:min,Eb:min9
Eb:min,"(63, 63, 66)",Eb:min,1,Eb:min,Ab:min7,Bb:min7,Eb:min7
Eb:min,"(68, 68, 68, 66, 68, 73)",Ab:min7,1,None,Eb:min,Eb:min9,Eb:min7
Eb:min,"(68, 68, 68, 66, 68, 73)",Ab:min7,1,Ab:min7,Bb:min7,Eb:min7,Eb:min
Eb:min,"(68, 68, 68, 66, 68, 73)",Ab:min7,1,Bb:min7,C#:maj6,Eb:min,Eb:min
Eb:min,"(70, 75, 75, 73, 75, 78, 75, 73)",Eb:min,1,Eb:min9,Eb:min7,Ab:min7,Eb:min(9)/5
Eb:min,"(70, 75, 75, 73, 75, 78, 75, 73)",Eb:min7,1,Eb:min7,Eb:min,Ab:min7,Bb:min
Eb:min,"(70, 75, 75, 73, 75, 78, 75, 73)",Eb:min7,1,Eb:min,Eb:min,Ab:min7,Bb:min
Eb:min,"(68, 68, 68, 66, 70, 68, 68, 70)",Ab:min7,1,Eb:min7,Ab:min7,Eb:min(9)/5,Eb:min
Eb:min,"(68, 68, 68, 66, 70, 68, 68, 70)",Ab:min7,2,Eb:min,Ab:min7,Bb:min,Eb:min7
Eb:min,"(73, 75, 73, 70, 68, 70, 68, 66, 65)",Bb:min7,1,Ab:min7,Eb:min(9)/5,Eb:min,Ab:min7
Eb:min,"(63, 58, 63, 63, 63, 63, 66, 63, 61, 58)",Eb:min7,1,Eb:min(9)/5,Eb:min,Ab:min7,Bb:min7
Eb:min,"(73, 75, 73, 70)",Bb:min7,2,Ab:min7,Bb:min,Eb:min7,Ab:min7
Eb:min,"(73, 75, 73, 70)",Bb:min7,1,Bb:min,Eb:min,Ab:min,C#:7
Eb:min,"(73, 75, 73, 70)",Bb:min7,1,Bb:min,Eb:min,Ab:min7,Ab:min7/4
Eb:min,"(73, 75, 73, 70)",Bb:min7,1,Bb:min7,Eb:min,Ab:min,C#:7
Eb:min,"(68, 70, 68, 66, 65)",C#:maj,2,Bb:min,Eb:min7,Ab:min7,Bb:min7
Eb:min,"(63, 70, 75, 75, 75, 75, 78)",Eb:min,2,Eb:min7,Ab:min7,Bb:min7,C#:maj
Eb:min,"(63, 70, 75, 75, 75, 75, 78)",Eb:min,2,Ab:min,C#:7,Bb:min7,C#:maj6
Eb:min,"(77, 75, 75, 73, 73)",C#:maj,2,Ab:min7,Bb:min7,C#:maj,Eb:min
Eb:min,"(77, 75, 75, 73, 73)",C#:maj6,2,C#:7,Bb:min7,C#:maj6,Eb:min
Eb:min,"(77, 77, 77, 77, 75, 73, 75, 75, 68)",C#:maj,2,C#:maj,Eb:min,C#:maj,Eb:min
Eb:min,"(77, 77, 77, 77, 75, 73, 75, 75, 68)",C#:maj,2,C#:maj6,Eb:min,C#:maj6,Eb:min
Eb:min,"(70, 75, 77, 75, 78, 75, 70, 70)",Eb:min,1,C#:maj,Eb:min,C#:maj,Bb:min
Eb:min,"(68, 68, 70, 65, 61, 65)",C#:maj6,1,Eb:min,Ab:min,C#:7,Bb:min7
Eb:min,"(68, 68, 70, 65, 61, 65)",C#:maj6,1,Eb:min,Ab:min7,Ab:min7/4,Bb:min7
Eb:min,"(70, 75, 75, 77, 75, 78, 73, 70)",Eb:min,1,C#:maj6,Eb:min,C#:maj,Bb:min
Eb:min,"(58, 63, 63, 63, 63, 66, 63, 61, 58, 63, 63, 66)",Eb:min,1,Ab:min7/4,Bb:min7,C#:maj6,Eb:min
Eb:min,"(70, 75, 75, 78, 75, 77, 75, 73, 73, 70)",Eb:min,1,C#:maj,Eb:min,C#:maj,Bb:min7
Eb:min,"(68, 70, 68, 61, 65)",C#:maj6,1,Eb:min,Ab:min,C#:7,Bb:min7
Eb:min,"(70, 75, 75, 78, 75, 78, 75, 73, 70)",Eb:min,1,C#:maj6,Eb:min,C#:maj,Bb:min
Eb:min,"(68, 63)",C#:7,1,C#:maj,Bb:min,Eb:min,Ab:min7
Eb:min,"(68, 63)",C#:maj/5,1,Bb:min,B:maj,C#:maj,Bb:min
Eb:min,"(73, 75, 73, 73, 70)",Bb:min7,1,Bb:min,Eb:min,Ab:min7,C#:7
Eb:min,"(73, 75, 73, 73, 70)",Bb:min7,1,C#:maj6,Eb:min,B:maj7/3,Ab:min
Eb:min,"(68, 68, 70, 61, 65)",C#:maj6,1,Eb:min,Ab:min7,C#:7,Bb:min7
Eb:min,"(63, 70, 75, 75, 78)",Eb:min,1,Ab:min7,C#:7,Bb:min7,C#:maj6
Eb:min,"(75, 78, 75, 73, 70)",B:maj7/3,1,C#:7,Bb:min7,C#:maj6,Eb:min
Eb:min,"(68, 66, 70, 68, 63)",Ab:min,1,Bb:min7,C#:maj6,Eb:min,B:maj7/3
Eb:min,"(68, 68, 61, 65)",C#:maj6,1,Eb:min,B:maj7/3,Ab:min,Bb:min7
Eb:min,"(70, 73, 73, 70, 68, 66, 61)",Bb:min7,1,Ab:min,Bb:min7,C#:maj6,Eb:min
Eb:min,"(75, 77, 78, 77, 75, 77, 78, 80, 82, 78)",Eb:min7,1,None,None,None,None
